dpt_id,total_fee_amount,document_type_name
8b35eba22f15cb734480f4c5423b154e0aba3dfa1fe79588e64e07c6e405d181,43500.0,PAY-OUT
99adbea1d10cc1cd7e1a7889e96d071be7ebc81bc640c215af7a87121b81ad9b,7500000.0,PAY-OUT
de0afa2c4033f83d3c45927aed048a0e9adfece66de4660f03f806d89ad68c27,2500.0,PAY-IN
e882d0777cd4aae6fbb42aa25427e8b8b00da6e88eb13c210a931193cb7f2787,17940.0,PAY-IN
1553435f15f1f543c179b9cf5594d34c20e1018fc5422fec2eb20874114c655e,135000.0,PAY-OUT
60aee47f25a7fcdf4c282a39fd59d9193b428713cda98f4b293c3de75c7a1370,23685.0,PAY-OUT
06f4d1567d2ac261aa6af2467406e41704924c709348fec942418cf1d8424c11,2006.2859999999998,PAY-IN
8e977c69c62f0449f4e0a05a2fcb6501c04c706fa29d5a22415a22aa0a8231a9,36892.5,PAY-IN
90e77d8c3aa3ee16fa15a572b25459215a65b51b2f5b2f8446fafd63c147a30b,372.78000000000003,PAY-OUT
00813500f400b19e15ea9e844f58001a0de8693eccc9956d99bcd8f49731b37e,713077.5,PAY-IN
43250416fb12b0beb8dec72f2d4620de0d3466486e577005eef1b1f98f1d4e5f,145.0,PAY-IN
58b6e00a8297208869fc93b7106e5506081b18470eb984b262c14ef05ac4afe8,219606.75,PAY-IN
98a40544f09660d6d4cf5ed95b06cf0b5584c7139af5515c442cf3e9276ee8a1,2500.0,PAY-IN
58e3ea8c3daa8ecfb181e02813faaa743b604d6917bb77d6155a1b2e2411101c,750000.0,PAY-OUT
78345dd2452994341ab5ac9f9cc638c2ab7a508cd5bcbf4b42dbff5f25d49499,155.0,PAY-IN
10a251f2cd9bced354f8c8d14af025d0367f9b23dd1ce2e5ed17ecf2f1087005,85637.73,PAY-OUT
d4395a48f388fa1586fa819d8a71570c2d6265f41cfda5001479a0345fb3a17a,7250.0,PAY-OUT
77642f0a6f5e13e6b4e001d0ce899d5bfbd429efd15dc5e04f828190db7431e2,0.0,PAY-OUT
db140d83eb46713c7fbc7043f6edce157b8de1b5671173631aa5b80ade62b20e,570.0,PAY-OUT
7416890dda3da95a031ca9c4f2bf44aa9b5f86285463c759a7f291dda4a03bf3,372.894,PAY-IN
41414958ad861c8d4f66a10f50ba6657b8605b899f70819d10a0e7e4eba30eb2,1344.225,PAY-IN
50088c83b11abc38ec8e965a6e7b2491fd31f0e047979b34e7f5b76b440b491b,953.25,PAY-OUT
32f7e9899f11b2c186c643725da25d342a273b962e79c9ff411d8ed020fd4289,3535.0,PAY-IN
5d053823eb250e6aead348acbaac9b2b30e7e96dda8c2303f51d8879ad9a6f59,32929.5,PAY-OUT
2694dc334cd50aca7f5952669ab430461ae94286832d66d0fd766b564ddf3307,217500.0,PAY-OUT
4c561f2e9c66bc138de5302fb8518d95ebc44fbc977949ec39fe6fff3b830541,213.875,PAY-IN
f9b52087216cb4f63d618412174fa2effebc220c5fecd38949dd04a4b72af5f8,738600.0,PAY-IN
f2dd8ee8a55ea960ac7ab6a532b418ecfe60216ec4e9c8339e0f395b2dc4665b,1000.0,PAY-OUT
d9eb2d281e9ba8ab69187ce7a87d205d531b36d02bf042ee44db97b9bedf36e6,1477800.0,PAY-OUT
987c479ab27d2f82d6f12a335c14a9e3612373a4708ffb5b37e4c0b7aa4c3cf6,0.0,PAY-OUT
f44361a27c28aaa0d2e2338da2781819001becb2f8a722609d4af5e8a041fe79,570.798,PAY-OUT
7622f4d82365da87836dc21abbda76fbf205b5049dd4b6b393a53fdabf30ee2b,1000.0,PAY-IN
b9e7ce1d06d62887f24a50fcb318ba1e8a0823823579fbedd12129daf36ee3a9,450.0,PAY-OUT
b4521cbab94d38451a847289ff853f446f99f3c721b81519b8fc3fd1c9db9b28,276645.0,PAY-IN
9b56f710deb7f8cb9700b345042287f88d9f337e421911ba0175767cde63ba53,3000.0,PAY-OUT
74ab08dd538ccb3115356dbb6fe61f39fec3dabbd11a74ace024edb8bb87a214,651.6999999999999,PAY-IN
0cf21df12912037ffbab8c8ed8cc9e2b522e8770272a0c1b020945e408f5dc36,381.3,PAY-OUT
36006792a9fb87893ff572d4ef7130554a9e6c91583936dd0b820cd65c40f695,1000.0,PAY-IN
7d497fa9f16f2465665f36a23ae8d2f9c78bb3d9deb9b5940bf8d98e1d32a01d,12005.0,PAY-IN
fa3d852e67d69d1baeef7c7fc7d0515518f808d31c39180e205cb9d4fbbc6825,232.5,PAY-IN
e48c398f9164b597acd48e1455964d12ae121fd5808c9db2cff5e9bbf85b11fa,931.0,PAY-OUT
5b988d0bb614a5e31d94128ee63ba0ed0ea7a46f7416572b7b826f2e111f9740,150.0,PAY-IN
59fafbe3a7e40ab1ccbcc53bf8be65e9ea204af2aeb5a1730ad725d2dd48ed65,232887.5,PAY-OUT
11224a236a54a643d954292dd1e0b7448fd2f033a767628de62222e6b0ae356b,57173.5,PAY-OUT
06a4408efc49cc3afabc60050bfe669fabfc86ace2ea79182c67a4df8f928e52,150.0,PAY-IN
700d4ae304ba709df349a69b3de64a11ff76c4d7f7dcd97a2475dd19f8d78f24,10222.0,PAY-OUT
91f880d4ac204a9c5622f8eb11565d377dca3d552f76571b2267775fa4963910,1450.0,PAY-OUT
e489d98bb6ee99ed91a86e8e57b6281fbaae4bb0a212a388542773e973e3b39f,155.0,PAY-IN
38199b4f8a2325afaf001718efa5df74f91c2b136247e1d49fee0d0c1a33aaf8,653.883,PAY-IN
51a59b39cd4aa9b3fff2b67c5239bfef4d69de609588340987dd60d5ab43a518,15390.0,PAY-IN
68dd231adbc377b5383493759906c8b884005bcc56e08e03ab5a3039c211d3b5,162000.0,PAY-IN
9943fe68a1e97a913281907e8d1afbe5230eb28c441e9befcfa92b5ecb73b243,0.0,PAY-IN
1d2581ebd6ae3ce888a3823b79e3db2c938963d925ecc5e270775a54ef71e414,4379.0,PAY-OUT
32b4923b0dd9fcb446d4abcca1202d07f25835b7a9722833f050ca3315fce8bd,0.0,PAY-OUT
14cca3fe3cd732876decb02c1c259c519cec1b7818388a3d046b3fa680721a50,197490.0,PAY-OUT
bf6e3838c8553345f2aa95e93ed9e33819b142acf5e6718888ce4d2d1fa670b4,174007.9025,PAY-OUT
7f30439c111508092dbeb418ac7c8da067dccd5ab45b7ba610778be297266467,380.0,PAY-OUT
82026f43bda3cf2b8248bd849bd2b6b31829d73e54545bf42aff6084e913247a,0.0,PAY-IN
4cb233f46a7977ac923b2cb917b91ab725065ffd7cfe61827faaecc02f9b4172,8112.75,PAY-IN
13b632cb5c9f4521e3f0f6aff9c12a72a78642559fffe4ad7bc76c5ab830f92c,1429.294,PAY-OUT
2161dd52da1d64e1749e64a8a54c37e20cadd5e421f945ad9bc85440c4fee59e,1377500.0,PAY-OUT
f76af326dbea766a49b1a65e7b7ed64d418aba5c14de9f87786cf04ffe58346e,95000.0,PAY-OUT
f662f5fbd3a327d236ce506628a67febede63a3df8061461bf5c98bca3321411,285000.0,PAY-OUT
a574a2e40651daae1ca0c0eab23e8afb864422e03a0e0a579174a4a71eb175c5,310000.0,PAY-OUT
4d7e9b9339915e38032a7f8e5380205b51c221e7af82055e9beed4f283f6c432,227429.85059999998,PAY-OUT
afb2966b3833381977617e95130930cfe5fa4340c4284e2f9c422f1ce0a373f2,155.0,PAY-IN
fd7bc13542a423ddad7f4949fa19bbb43969615fba13d710143368165b9e12f7,150.0,PAY-IN
e29a3804f4e8b2b8ed0975e38a22b08154d300243e156520f59d8b760664a449,465.0,PAY-IN
391af7c1376dd66743c5f37fcd10891a48b151d54334ad92d8f0313bb4fbf7c9,457.25,PAY-OUT
bd022f3e961de628d34e8684c94ded3afec868026e39e6b5f1f9325566424be5,418500.0,PAY-OUT
0c6e373d025112a367c3b5f06a17ae7217e41784aed411cce94e0cfb4493e759,203002.26200000002,PAY-OUT
e856be6179fcac9b107201c0900c096e9b0e4a7ad205f441c745f950bfad41a1,145.0,PAY-IN
fa0a1d93f68e041d44754f2704d8fe13da30e6daf164d46b6edadbb9eecd5df6,372.78000000000003,PAY-IN
38862496afa60574908ada9f56b1ae3617e842ac5e61c81de726b95951d54dcf,52200.0,PAY-IN
4e3039b0d73bf33566d21fb3cb357a2d191b919755f518c5015a76eb9984de4e,29250.0,PAY-IN
81ca9267160d105666582a346b291d13f8a81829efb251d0d7bd5e82500a284c,0.0,PAY-OUT
aa7645ff4b52580f861349d41b5e63bb924e9fd0c50681e60072805dd94727f4,1000.0,PAY-IN
80eb697f3ec7b1fdc58186d8f23453ccc3f3297c3c50fd4a02e163041c7ebe98,67500.0,PAY-OUT
082ab0f140995b908e1b2ba409ec120736c0b147fa1a2b1c5b2a903f4afaffde,587250.0,PAY-OUT
33406a673d5b5e2c8ebf73f1e05845a31f3971f60b3b26bcdc2133801011b7ef,224985.0,PAY-IN
0afa2f68519629bc1c84ec6f73dbda9a7bcac1ecaa2bd683ec81749a96b8600d,0.0,PAY-OUT
57ac2fba554d105b9d0f02d9f545bcc4c22bd947b7e1fa0e0af0b1d99407f8f5,149150.0,PAY-OUT
c4ff6b89608400db0e4ac7707d54dcfc9bfd38b2f30ef59fbb6705e52b20dbc8,579750.0,PAY-OUT
be1477379f30e9d0918bd9d4c44836941ae2b98fa683b65ad1be1bcdb472224d,232500.0,PAY-IN
31878aed859caab0e0ac6f8f7148ca4fd9db5d823c76ec155a1ad7c2c6a13e86,86250.0,PAY-OUT
06e5db303da25d98699a7ad7e9590483d62f6ebb3c7b3ab7aafb940a1aabde42,744.8000000000001,PAY-OUT
bcb1ec838767f203438a0c80cfe1af5284896b3032d39d4eec125e4319bdbce7,82500.0,PAY-IN
51f8b6b82fe928f900f39aae7ac23718e495d78455b74caa5bb04331378c3708,3573.2205,PAY-IN
798afd187d68e35b98476751aa9dc8d63cd5224d21a9a7c2524f1fb736a07385,303750.0,PAY-OUT
e08527f5207b1f514dcb218be9daed9e4986802d0dafeb6f97513042cfa6e5ad,279.68,PAY-OUT
39020dc303528b72fadc6a1c8780f56c179d78540689e49030454db545ab82aa,414000.0,PAY-OUT
1fc6ac09d09feabfe7b6f18a1edc27ecc7a77bea4c6b8bb79afe2c153bc7fe82,298500.0,PAY-OUT
d41e5aefad135b7e70f1fd46a2cae5277f0f8acf90b337d3546df389a1879c78,1000.0,PAY-IN
3313c5581273c81dc5098a1285726f93b6ae1220c33e75cca0d35858b033f39b,0.0,PAY-IN
27de4780bbd657be0c9eed2733cae9e7d04fca875c61567c6c80db025068bae5,305.257,PAY-OUT
09ce6a981faaa4bedae3c8cf4f40e5acbeaac50b6758ae7c4a1709b13186859a,2500.0,PAY-IN
56193e2b21a1658a93e2035afa4a591fe43960eb3e5fc45e11aa4ce102ce9bfe,367350.0,PAY-IN
fa9d27a7e38ec28256d395088c89fc62cc3d9d674f753667bd27025182637c40,1000.0,PAY-IN
b344232fb8af736984e28d9bbe5203fe31f9a1602652508d0530890a35902897,871689.0,PAY-IN
5d35b708c0c84c48b1b63357b3d887735507bdb0c40dddac74e152f855a8183b,450.0,PAY-OUT
ef5826e3adaa563ac4a2f3c4ed0c0e922ad0d3d1e6842ae718673e11ab74380f,279.3,PAY-OUT
c3717f9d6321a0ea0b62f59a83292c00ba625c1a3a2ec77edbe6b1ebed7356db,1500.0,PAY-IN
9d40e38cde5bdb6cee3f102dc164ce9b9cd4eb72667addb4cd33e6608b62d45d,95000.0,PAY-OUT
fd7d66f3d3328d8e4b4ea5821141bd81991f44ddaee6220175bd41dfd81377ae,313131.0,PAY-IN
91cab5e41a6338f677339507268d416a4599fa74e0eba6d67d591bc05913fac5,150.0,PAY-IN
8a42d063df0846c6e487badcb71f46e0bebc35e961ba14e7fd4704f9e7866bc6,387.5,PAY-OUT
8f7e14e9993a39390511367936044afe9d4d37b0b33843501fbde9770d1edc4f,569487.5,PAY-OUT
d61b731046f0fd881b8bec98d27c5675c9f938fa0714520541167683dce87248,3800.0,PAY-IN
cb7f4a5eae51ccb0d822b929c753b7997006f6a7d70cdb8de41110047b6ecaeb,229090.0,PAY-OUT
58b78a2a5774bff7b6aa44146b2e99abd4b2196463878950ff9d5bee5a6305e7,228951.28600500003,PAY-OUT
b2f754bde297f4216f00d21492f6063a686516e8306192e7560cd3be3000ef18,217500.0,PAY-IN
07d8aed356fcb59b90d1f6b1f7aefa7271f7ad3b9c85c1b5d31235b1f20f83db,188502.7115,PAY-OUT
562302361470b0f70001ed8879a9472e1437e0998f9d560263924c7ccfd968c6,1900.0,PAY-OUT
878e89efb730f730e3dda3ed563ce7e7fe909eabf627e5128b057d804ecf2019,700.0,PAY-IN
e34184283b61cff046e31fbe011e5dbbc8394e426b72df031204e1f78284c11b,145.0,PAY-IN
d36eab8554a2d6468af7d04201f9074d3ced743e67e9bfa300716411ebd0153e,307.66700000000003,PAY-OUT
f6d4c0aa951359000e3e1ead575485b968ee5c770dae19f870f8547408363b23,435.0,PAY-IN
31ed869c20d01021953f15156813870c1b058497d61c4164b88833fb65bd4c62,55789.506499999996,PAY-OUT
f59d057e5e677e0d1fb76f1247bbcfcd2b5b642e17238b4ca4e384d93d37d96a,1000.0,PAY-IN
d25efa1fc8d376f5ee00abff332ef5703e0222661becee19a4c73206defec1a5,454897.5,PAY-OUT
24b3c8e91773901ef43ad53c68fedf470e7332cf9fafeb1b794198eae196235e,2500.0,PAY-IN
95ba34c62f9e1d3ba88847c46ec95fbf3750ed71439acd20c606ffe6ef972f11,191165.5785,PAY-IN
a707a8da83e17cba482f00f05fc07e5410596b57964c10361457697e6dd4113c,232.5,PAY-IN
2af7aa4382ee53b01500671891c74b5c971d9e91a9c99ee49869dae799c21bbb,1000.0,PAY-IN
96e72a8d2bb25bacdf9e8b569c424849ad9af3e23c852246d4c64886f5cf036e,110460.0,PAY-OUT
4a2479d655b75bdbc3034e90c836429e85248c72ce7c39912b0d14646b7c1c52,217500.0,PAY-IN
e89b0d1ff43978c02cabc3b8fa3b41a919ab73130eeb7984fc7d1926c20db728,1176784.8954999999,PAY-OUT
ded1faebe64cfe0d374e07411893e35f709f12b530dd2a75a96c369ea45e913a,190.0,PAY-IN
3f92bd18740e0898310771c35c624022fbd74755138922e2e8767bedd4b90826,310.0,PAY-IN
341b6b51bc9fa56d4e5c7741fe04cee25a37497e7b4ed97c6c4d25ec42ed6a7a,525.0,PAY-IN
b50ba02045b25ab6c23e9183880a3cde68641aa4de4f110af9bab068cc42a81b,309.24369,PAY-IN
1d35245f7ac2018ccdb03ab20cfc2d3d3b24e8dd0e9a674192e1f44be5c73ff3,1900.0,PAY-OUT
f32edc8821baf26e7eb80a08cc3377e09056dc131f9025c51db996fb23684516,469800.0,PAY-OUT
e9c9d8d553b6acaa77e2fd1c35310d3bb9c066361121c05b5a7279b55aa3ce5b,4500.0,PAY-IN
4778b1c8adb6868496d3240e084c77f32713fd00c7289feffddee265da33491b,465.0,PAY-OUT
f105c60d57a1cb7420509408c6075eab7e88de8f88519267c8b080c836383c70,1900.0,PAY-IN
49248d7eadc8fd00e191a73b6a918cfeb5990f069e8673070adf5db653638aee,3875.0,PAY-OUT
d5715ca283e6e33071251e4d1bb627528662d0f25020e4c9757f4224bdcefaaa,8555000.0,PAY-OUT
2809f48d8890981759589fbec6a393f7a99c20bd1027d88691b04d0e597ff9dc,580.0,PAY-IN
33f3b3edab6e29d3ddd89a7705c223af29e0b63b6a8774ec965de4a66ff03c4f,375.0,PAY-OUT
eb333012e258591baaf37e3ad71bf60281c1effa824534cce4e3f30703c332dc,285.0,PAY-IN
7c7f112219d9be3b7b8b27d24daf68f1e94b24a1014950f06a989eee89b852fd,190.0,PAY-IN
0f12558fc0cae939ebd079c019e9106bf911b66099127db8c195fdc07509164c,155.0,PAY-IN
71a5da5dc0fc814e62e8dddbf61020b0956085fc6649172fc2e450bd1c7e4dec,62000.0,PAY-IN
59401f83353979af62c5e95164905dee296a1562f65d1ed08d30c160ab6469af,380.0,PAY-IN
13c5634fee49e9a6a7bbc58c57f9ba6c1ddfca6d433e80eb932c3794e1c8c505,93620.0,PAY-OUT
7128aec55033bc3b677da4239a80aab79dd5b08fca66831b4e1f0387316fe052,456555.0,PAY-IN
c0179c88cec2ecd78af5fb7e8da31479f9c17256595d396bd748ae896c480aeb,1200000.0,PAY-OUT
7c75cbd8eb1bc1d917ee0bde1a36d4406fb272b33aef029f59e2fe1035b78a02,145.0,PAY-IN
5f1b6796d1169f8814663c575fc1ad96d2f1dc003c19534dbaa922b935084059,1477500.0,PAY-OUT
ff86a80a2ea6be827f7d17e2a3eeeeba9d6411a10b73f315d07df64cdb836e34,1232.5,PAY-IN
839147838057e555e5c56e7443b3988fb401a5af1f99fbd48cb3ceed9df6ad5f,150.0,PAY-IN
4f43a2c8b29396644c9467dc79fb8cf14bd11bcfe8c9be5917be08590f449c20,35706.25,PAY-IN
84dcbde77d36cbd90fe40425905deaaf151f9967990d93866082b6b47607e842,5322.096,PAY-IN
04c4cf6136cf2b8d8b04acc1664f0e82c5a1dcebb2796c568c95f226ff44c787,390000.0,PAY-IN
5a16179e3c2fb25b6afc865f6fe45be7f9f55bdf0e33793ece4f051e161f6ce6,450000.0,PAY-IN
b5a9e419afe681748ec32a3ea3c94668c9346c069d2c8f64036633c51b017e3b,1275000.0,PAY-OUT
b88ea55fd8e7be22f5f7fe972d89285bccf939c231ba5b96bd3f45ce05123d29,1000.0,PAY-IN
c3c7f0a8e76908becc1e092ce8a34968b7a4257cd4ffacfdd8a84fa845c7fb8f,372.78000000000003,PAY-IN
e3a7e726cb241b91c841b25ab22d0f0715296892cd6b7ddbec6035ef1b626620,1525572.0,PAY-OUT
74d15b9968b18a80435ca4bca3624e8ae37382aee83235d801a71787b4202c41,1424559.75,PAY-OUT
f1d0d158f4b457ac7960016c2630454db10f7b1d1affc606d20c04da0d8841a6,10772.5,PAY-OUT
b60f23ef23401a0494e2b319d0c3644bc08d9977763d637831b2076ac9a4308c,2500.0,PAY-IN
474a5d481acd188d33b56c3fe5bd0db2f244776cc8042230b33b04d8c4ce5ed0,168925.0,PAY-OUT
56dd2bbcbea01096a6ca131f884641385f05841f744ca5d26a1937d5c4351949,289535.3765,PAY-OUT
f44fb43867ece741da240bff4d1b3f6e976e34ecdce247ca3c89c1e0f254746d,1429287.2285,PAY-OUT
71dddc9ddad82ed2f785a9b14625bd79971007f0d42862716ba7ba89b8995a77,1000.0,PAY-OUT
966967a1c9b8952ea1efebc6d0b9b4e4ee59fc9b933e683bdf4be18f22b26fed,300000.0,PAY-OUT
76fb917f48e56330c5c16e2597d33b17d1964b4a21f76c62953f1840f28d0069,266000.0,PAY-OUT
e5db502240105f36fb701091b10f952d37788319c341af8d47be67a15ede8e48,1900.0,PAY-IN
2ebc67b5d4f62330484b81c96a0b6aa20c48be6a508a8e779dda379e77ffe67d,950000.0,PAY-OUT
90f50af3a4369b0ea7b34c1b4075c64f134c4d9c252f2108f5c9baa130c0e121,151740.0,PAY-IN
8a9548d5819229182e3f73edc743afaf55dd1c4a11585ef0d19c925bc1408c1f,190000.0,PAY-OUT
d8c46384ab3144bfbf16f58226edae814926e32a04304aee9f208ced68d37a00,375000.0,PAY-OUT
1450c2a60f6e64e99db3f54bf203ead6fa14f079378462506bef6e5c89618eb3,221.54999999999998,PAY-IN
f639f30f247553744968c3cbf2b31496bbb9d3fbb6d5125e9bb42d8a798d23af,189050.0,PAY-OUT
523134d596d77fe009e6a80ba365a5cf9c96e792cc36b4173a12706368a726c6,58683.36,PAY-OUT
6013d7278ef3b55ff62edb43986e1cdbb44eda034835c0265a04004f7e6ddc2f,4590.0,PAY-IN
bbc59f4f17625defe79bb4bc34b494bdb335bf5ede66b2aa794d0ab2d04ad9be,191.9,PAY-OUT
2aba79f5b8619bfbc4f3ece3676f17fb0cbb8333a9b041c3bcf8b5b5f830109a,105854.582,PAY-OUT
04e8fa3d3f6a5e730d46f1722285bb6ae6e437c137c0f1be1fcc52c562c059dd,279.68,PAY-IN
da1d672487a3fdbd5678e0e114642e38bb7a532c001bfab5f6d1779b3ef6e5fc,44950.0,PAY-IN
d51b3a88c204883a29798959a327225e6b10f4c8a7204a873708d052ba9caee9,1000.0,PAY-OUT
2ef7b742f161379877ffa7d11e3f9adb431627bc3dc6a6186482392b9db11805,760.0,PAY-OUT
b8b8141de2a86b9b773a441a859eca53e667a3aa47beb9a66927d2bd33bf83be,1431911.25,PAY-OUT
fff3b04ce979c43ef9fe9d99c4f0958ecebf98c3ed8613a3efde1d883ecd13ce,475.0,PAY-IN
b5602f86f92ae14545cfa7e9adc579f3a2ec13eca0cc4df228313b3f2523a52f,1000.0,PAY-IN
